,submission_date,outcome code,outcome year,semester,course,section,outcome score,outcome rating,college,compliance
25870,2022-05-04,HU2,U1920,SP2022,EDUC4955,1A,2.0,Target,College of Educaton,Outcome assessed
27617,2022-05-03,HU2,U1920,SP2022,THEO4900,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
27913,2022-04-28,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
31546,2022-04-07,HU2,U1920,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34435,2022-04-08,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34544,2022-04-29,HU2,U1920,SP2022,EDUC4905,1A,2.0,Target,College of Educaton,Outcome assessed
34544,2022-04-29,HU2,U1920,SP2022,EDUC4955,1A,2.0,Target,College of Educaton,Outcome assessed
34665,2022-04-08,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34951,2022-04-28,HU2,U1920,SP2022,EDUC4905,1A,2.0,Target,College of Educaton,Outcome assessed
34951,2022-04-28,HU2,U1920,SP2022,EDUC4955,1A,2.0,Target,College of Educaton,Outcome assessed
40567,2022-04-06,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40603,2022-04-07,HU2,U1920,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
41149,2022-04-29,HU2,U1920,SP2022,CRIM4010,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
41202,2022-04-06,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41212,2022-04-07,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45539,2022-04-06,HU2,U1920,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
45770,2022-03-28,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45946,2022-04-07,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45948,2022-04-07,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45980,2022-04-07,HU2,U1920,SP2022,HUMN1020,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45995,2022-04-10,HU2,U1920,SP2022,HUMN1020,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
20629,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21786,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
24034,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
24751,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27301,2022-04-19,HU3,U1920,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27317,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,0.0,Fail,College of Arts and Humanites,Outcome assessed
27330,2022-04-28,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27397,2022-04-18,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27476,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27574,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27593,2022-04-26,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
28247,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
29520,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
29661,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
30032,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
31656,2022-04-14,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34578,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34637,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34996,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
35314,2022-04-20,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
36456,2022-04-22,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40562,2022-04-20,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40569,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40572,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40616,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40625,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40642,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40644,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40647,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40649,2022-04-22,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40664,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40692,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40702,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40704,2022-04-22,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40740,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
40878,2022-04-29,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40891,2022-04-13,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40912,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
40939,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
41044,2022-04-22,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41052,2022-04-27,HU3,U1920,SP2022,CLTA1550,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
41114,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
41124,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
45491,2022-04-21,HU3,U1920,SP2022,CLTA1550,01,2.0,Target,College of Arts and Humanites,Outcome assessed
21304,2022-04-28,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21313,2022-05-05,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21315,2022-05-03,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21437,2022-05-04,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21603,2022-05-04,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21806,2022-05-05,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
39010,2022-05-04,1,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
12523,2022-04-30,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
12938,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
17781,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21257,2022-04-19,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21476,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21587,2022-05-03,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21785,2022-04-29,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
22054,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
22439,2022-05-02,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
27636,2022-05-03,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34367,2022-05-02,4,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
34393,2022-04-19,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34457,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34466,2022-05-02,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34470,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34489,2022-05-04,4,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
34511,2022-05-04,4,NaN,SP2022,PHIL2030,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
34577,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34647,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34716,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
34978,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
38639,2022-05-02,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
39003,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
40617,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
40811,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
45537,2022-05-04,4,NaN,SP2022,PHIL2030,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
45566,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
45724,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
45770,2022-05-02,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
45946,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
45948,2022-05-04,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
46051,2022-05-05,4,NaN,SP2022,PHIL2030,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21304,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21313,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21315,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21437,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21603,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
21806,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
39010,nan,5,NaN,SP2022,PHIL4520,01,-1.0,Invalid Entry - Distinguished/Commendable,College of Theology & Christian Ministry,"Outcome attached, invalid assessment"
17723,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
17723,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
17723,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
17723,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
20940,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
20940,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
20940,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
20940,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
25143,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
25143,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
25143,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
25143,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
26422,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
26422,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
26422,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
26422,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29501,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29501,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29501,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29501,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29505,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29505,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29505,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29505,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29695,2022-01-31,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29695,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29695,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29695,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29717,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29717,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29717,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
29717,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34473,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34473,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34473,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34473,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34510,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34510,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34510,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34510,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34934,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34934,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34934,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
34934,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
37195,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
37195,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
37195,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
37195,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
38943,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
38943,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
38943,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
38943,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40564,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40564,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40564,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40564,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40577,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40577,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40577,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40577,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40604,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40604,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40604,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40604,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40608,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40608,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40608,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40608,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40616,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40616,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40616,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40616,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40639,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40639,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40639,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40639,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40654,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40654,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40654,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40654,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40658,2022-01-29,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40658,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40658,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40658,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40662,2022-01-30,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40662,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40662,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40662,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40666,2022-01-28,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40666,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40666,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
40666,nan,CF1,U2021,SP2022,BIBL1100,01,-2.0,No Data Collected,College of Theology & Christian Ministry,"Outcome attached, no assessment"
