,submission_date,outcome code,outcome year,semester,course,section,outcome score,outcome rating,college,compliance
17895,2022-05-09,IP1,U1617,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21276,2022-05-03,IP1,U1617,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21305,2022-05-09,IP1,U1617,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
21324,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21508,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21533,2022-02-28,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
21550,2022-05-09,IP1,U1617,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
22908,2022-05-01,IP1,U1617,SP2022,ENGL3510,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
24593,2022-03-02,IP1,U1617,SP2022,ENGL3015C,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
25863,2022-02-27,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
26005,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
26101,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27373,2022-02-25,IP1,U1617,SP2022,ENGL3015C,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27545,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27588,2022-02-24,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27637,2022-05-07,IP1,U1617,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27644,2022-05-09,IP1,U1617,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27692,2022-02-28,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27694,2022-05-10,IP1,U1617,SP2022,ENGL3510,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27751,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27914,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27991,2022-05-05,IP1,U1617,SP2022,ENGL3510,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
29098,2022-02-25,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34362,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34367,2022-02-25,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34419,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34462,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34472,2022-02-27,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34474,nan,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
34711,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
35057,2022-02-26,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
36561,2022-05-07,IP1,U1617,SP2022,ENGL3510,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
38670,2022-02-25,IP1,U1617,SP2022,ENGL3015C,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
6576,2022-03-05,IP4,U1617,SP2022,ENGL1035,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
28321,2022-03-04,IP4,U1617,SP2022,ENGL1035,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
33824,2022-03-04,IP4,U1617,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
36456,2022-03-07,IP4,U1617,SP2022,ENGL1035,1U,1.0,Minimum,College of Arts and Humanites,Outcome assessed
38481,2022-03-06,IP4,U1617,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
39277,2022-03-06,IP4,U1617,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
40745,2022-03-11,IP4,U1617,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
40813,2022-03-06,IP4,U1617,SP2022,ENGL1035,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
6191,2022-04-14,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
9649,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
9653,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12388,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12523,2022-04-30,CP1,U1718,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
12682,2022-04-06,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12715,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
12938,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
13092,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
13555,2022-03-23,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
13967,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
16102,2022-04-28,CP1,U1718,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
16169,2022-04-18,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
16423,2022-04-25,CP1,U1718,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
16661,2022-04-17,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
16689,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
16730,2022-04-28,CP1,U1718,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
16834,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
16996,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
18189,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
18958,2022-05-05,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
18964,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20334,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21242,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21252,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21272,2022-03-10,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21274,2022-03-29,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21276,2022-03-29,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21416,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21460,2022-02-15,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21461,2022-04-27,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21491,2022-05-05,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21521,2022-04-24,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21522,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
21556,2022-03-29,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21558,2022-03-29,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21621,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21662,2022-04-26,CP1,U1718,SP2022,PSYC4010,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
21699,2022-04-27,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21725,2022-04-30,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21779,2022-04-20,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21789,2022-04-01,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21799,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
21866,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
21869,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22012,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22036,2022-03-17,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22120,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
22272,2022-03-26,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
25960,2022-03-30,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26152,2022-03-22,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26156,2022-03-09,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26157,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26169,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26172,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26173,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26270,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26663,2022-04-02,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
26948,2022-04-02,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27395,2022-04-15,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27570,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27641,2022-04-15,CP1,U1718,SP2022,BIOL4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
27841,2022-04-12,CP1,U1718,SP2022,NURS4040,01,3.0,Exemplary,College of Nursing,Outcome assessed
34381,2022-04-27,CP1,U1718,SP2022,COMP4980,01,3.0,Exemplary,College of Natural and Applied Sciences,Outcome assessed
34694,2022-04-12,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
34866,2022-04-29,CP1,U1718,SP2022,PSYC4010,01,1.0,Minimum,College of Behavior and Social Sciences,Outcome assessed
35020,2022-04-16,CP1,U1718,SP2022,BIOL4980,01,2.0,Target,College of Natural and Applied Sciences,Outcome assessed
20631,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
20821,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
20940,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
21320,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21510,2022-04-03,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
21804,2022-04-03,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
24791,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
27398,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
29695,2022-04-07,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
29717,2022-04-08,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
31205,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
32434,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
32684,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
34368,2022-04-09,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
34412,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
34420,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
34469,2022-04-04,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
35544,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
38639,2022-04-04,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
38860,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
40580,2022-04-04,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
40607,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40610,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
40615,2022-03-30,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40623,2022-03-22,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40629,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40633,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
40651,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40665,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
40673,2022-04-09,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40675,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,1.0,Minimum,College of Behavior and Social Sciences,Outcome assessed
40696,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
40794,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40811,2022-04-04,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
40938,2022-04-05,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
41063,2022-05-13,SC3,U1819,SP2022,PSYC1550,01,1.0,Minimum,College of Behavior and Social Sciences,Outcome assessed
45539,2022-04-03,SC3,U1819,SP2022,PSYC1550,01,2.0,Target,College of Behavior and Social Sciences,Outcome assessed
45559,2022-04-04,SC3,U1819,SP2022,PSYC1550,01,3.0,Exemplary,College of Behavior and Social Sciences,Outcome assessed
45850,nan,SC3,U1819,SP2022,PSYC1550,01,0.0,Fail,College of Behavior and Social Sciences,Outcome assessed
9653,2022-04-16,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
9653,2022-04-24,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
12715,2022-04-18,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
12715,2022-04-26,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
13092,2022-04-15,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
13092,2022-04-26,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
13290,nan,HU1,U1819,SP2022,ARDE3950,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
14717,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
16102,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
16164,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
16834,2022-04-24,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
16834,2022-04-20,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
17399,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
18405,2022-04-19,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
18405,2022-04-26,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
20334,2022-04-20,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
20334,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21242,2022-04-20,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21242,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21740,2022-04-15,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21740,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
21869,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
21869,2022-04-22,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
22120,2022-04-23,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
22120,2022-04-22,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
22439,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
23026,2022-04-18,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
23026,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
25919,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
25919,2022-04-21,HU1,U1819,SP2022,MUSC1010,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
26169,2022-04-15,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
26169,2022-04-21,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27293,nan,HU1,U1819,SP2022,ARDE3950,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
27570,2022-04-20,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27570,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
27574,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
27586,2022-04-20,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27586,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27589,2022-04-21,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
27589,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27665,2022-04-15,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
27665,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
29755,2022-04-19,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
29755,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
31894,2022-04-13,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
31894,2022-04-24,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
32662,2022-04-17,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
32662,2022-04-26,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34350,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34351,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34417,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34419,nan,HU1,U1819,SP2022,ARDE3950,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34422,nan,HU1,U1819,SP2022,ARDE3950,01,1.0,Minimum,College of Arts and Humanites,Outcome assessed
34440,2022-04-24,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
34440,2022-05-01,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34481,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
34694,2022-04-17,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
34694,2022-04-25,HU1,U1819,SP2022,MUSC1010,1U,3.0,Exemplary,College of Arts and Humanites,Outcome assessed
40933,nan,HU1,U1819,SP2022,ARDE3950,01,2.0,Target,College of Arts and Humanites,Outcome assessed
46468,2022-04-16,HU1,U1819,SP2022,MUSC1010,1U,2.0,Target,College of Arts and Humanites,Outcome assessed
46468,2022-04-24,HU1,U1819,SP2022,MUSC1010,1U,-2.0,No Data Collected,College of Arts and Humanites,"Outcome attached, no assessment"
21304,2022-04-12,CN10,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21315,2022-04-13,CN10,NaN,SP2022,PHIL4520,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21437,2022-04-12,CN10,NaN,SP2022,PHIL4520,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21603,2022-04-12,CN10,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
39010,2022-04-10,CN10,NaN,SP2022,PHIL4520,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,nan,CP2,NaN,SP2022,PRTH4960,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
18484,2022-03-11,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21318,2022-04-14,CP2,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
21667,2022-03-06,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27316,2022-03-11,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27323,2022-03-09,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27336,2022-03-11,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27386,2022-03-09,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
27387,2022-03-09,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
28135,2022-03-10,CP2,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40623,2022-04-18,CP7,NaN,SP2022,PRTH2420,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
40634,2022-04-29,CP7,NaN,SP2022,PRTH2420,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
16214,nan,CP10,NaN,SP2022,PRTH4960,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21318,2022-04-14,CP10,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
16214,nan,CP11,NaN,SP2022,PRTH4960,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
21318,2022-04-14,CP11,NaN,SP2022,PRTH4960,01,3.0,Exemplary,College of Theology & Christian Ministry,Outcome assessed
27291,2022-02-25,CP11,NaN,SP2022,PRTH3820,01,2.0,Target,College of Theology & Christian Ministry,Outcome assessed
